City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
723,Akyab,MM,77.5,scattered clouds,20.15,92.9,Hotel Memory
725,Termiz,UZ,46.49,clear sky,37.2242,67.2783,Hotel Ulugbek
726,Sarankhola,BD,75.42,scattered clouds,22.3082,89.7897,Red Crescent Cyclone Shelter Rashulpur
727,Nhulunbuy,AU,86.61,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
728,Kattivakkam,IN,82.49,clear sky,13.2167,80.3167,Euronova Freezer
729,Nuevo Progreso,MX,73.54,clear sky,23.1667,-97.95,Balneario Rio el Paraiso
730,Roma,US,23.38,mist,43.2128,-75.4557,Wingate By Wyndham Rome
731,Salina,US,53.31,clear sky,38.8403,-97.6114,"Holiday Inn Express & Suites Salina, an IHG Hotel"
732,Kokoda,PG,86.14,broken clouds,-8.8785,147.7407,Daito Guest House
733,San Marcos,US,71.71,few clouds,33.1434,-117.1661,Hampton Inn San Marcos
734,Salalah,OM,75.29,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
735,Sechura,PE,77.31,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
736,Arrecife,ES,64.38,few clouds,28.963,-13.5477,Hotel Lancelot
